id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
954_Fetures_interest_MSV000079949_SIRIUS_fix_2027187	C22H38N4O9	[M + H]+	Amino acids and Peptides	0.982335389	Small peptides	0.983101428	Tripeptides	0.905386209	Oligopeptides	0.863366961	Peptides	0.897351027	"Amino acids, peptides, and analogues"	0.980231345	Carboxylic acids and derivatives	0.999932289	Organic acids and derivatives	0.999984145	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
955_Fetures_interest_MSV000079949_SIRIUS_fix_2027205	C16H39N8O8P	[M + H]+	Amino acids and Peptides	0.201743096	Small peptides	0.498388261	Tripeptides	0.087650076	Peptides	0.722536385	Peptides	0.722536385	"Amino acids, peptides, and analogues"	0.99683398	Carboxylic acids and derivatives	0.997605801	Organic acids and derivatives	0.999969244	"Organic compounds; Amidines; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Organophosphorus compounds; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Organic phosphonic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Formamidines; Chemical entities"
956_Fetures_interest_MSV000079949_SIRIUS_fix_203710	C13H22O	[M + Na]+	Terpenoids	0.979444921	Sesquiterpenoids	0.266874969	Menthane monoterpenoids	0.071660906	Monoterpenoids	0.529474497			Monoterpenoids	0.529474497	Prenol lipids	0.943642914	Lipids and lipid-like molecules	0.955591321	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Monoterpenoids; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
957_Fetures_interest_MSV000079949_SIRIUS_fix_20399	C3H8N2O2S	[M + K]+	Amino acids and Peptides	0.968918204	Small peptides	0.992307365	Aminoacids	0.972979844	Organonitrogen compounds	0.976962924					Organonitrogen compounds	0.976962924	Organic nitrogen compounds	0.999995351	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
958_Fetures_interest_MSV000079949_SIRIUS_fix_20407	C6H4N2O2	[M + K]+	Alkaloids	0.952950835	Nicotinic acid alkaloids	0.543717325	Pyridine alkaloids	0.519046426	Pyridazines and derivatives	0.813421369			Pyridazines and derivatives	0.813421369	Diazines	0.759224236	Organoheterocyclic compounds	0.999448359	Organic compounds; Organoheterocyclic compounds; Pyridazines and derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Diazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
96_Fetures_interest_MSV000079949_SIRIUS_fix_1089387	C22H43NO	[M + H]+	Fatty acids	0.997989535	Fatty amides	0.989907146	N-acyl amines	0.890300214	N-acyl amines	0.912565649	N-acyl amines	0.912565649	Fatty amides	0.959543884	Fatty Acyls	0.983937025	Lipids and lipid-like molecules	0.958150208	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
960_Fetures_interest_MSV000079949_SIRIUS_fix_2042286	C25H37N5O6	[M + H]+	Amino acids and Peptides	0.999594152	Small peptides	0.994445384	Tripeptides	0.819556892	Oligopeptides	0.96557951	Peptides	0.999144793	"Amino acids, peptides, and analogues"	0.999999881	Carboxylic acids and derivatives	0.999999881	Organic acids and derivatives	1	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
961_Fetures_interest_MSV000079949_SIRIUS_fix_2042318	C25H37N5O6	[M + H]+	Amino acids and Peptides	0.999071717	Small peptides	0.992833972	Tripeptides	0.933455586	Oligopeptides	0.985241234	Peptides	0.998835504	"Amino acids, peptides, and analogues"	0.99999845	Carboxylic acids and derivatives	0.999999166	Organic acids and derivatives	1	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
962_Fetures_interest_MSV000079949_SIRIUS_fix_2042362	C25H37N5O6	[M + H]+	Amino acids and Peptides	0.99988699	Small peptides	0.998493195	Tripeptides	0.899299562	Oligopeptides	0.983486176	Peptides	0.999542594	"Amino acids, peptides, and analogues"	0.999999881	Carboxylic acids and derivatives	0.999999881	Organic acids and derivatives	0.999999881	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
964_Fetures_interest_MSV000079949_SIRIUS_fix_2042825	C23H48NO7P	[M + Na]+	Fatty acids	0.998947799	Glycerophospholipids	0.997897148	Glycerophosphoethanolamines	0.991526783	Amino acids and derivatives	0.991672456	Amino acids and derivatives	0.991672456	"Amino acids, peptides, and analogues"	0.991646707	Carboxylic acids and derivatives	0.998608649	Organic acids and derivatives	0.999981284	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
965_Fetures_interest_MSV000079949_SIRIUS_fix_204420	C14H19NO	[M + H]+	Alkaloids	0.983041286	Lysine alkaloids	0.405313134	Phenylalanine-derived alkaloids	0.348295033	Anisoles	0.916353703			Anisoles	0.916353703	Phenol ethers	0.91284579	Benzenoids	0.999137998	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
966_Fetures_interest_MSV000079949_SIRIUS_fix_2044936	C29H45NO6	[M + H]+	Terpenoids	0.850196064	Meroterpenoids	0.426640898	Steroidal alkaloids	0.193483979	Steroids and steroid derivatives	0.558973968					Steroids and steroid derivatives	0.558973968	Lipids and lipid-like molecules	0.887442052	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Trialkylamines; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
967_Fetures_interest_MSV000079949_SIRIUS_fix_2045289	C15H37N17O3	[M + H]+	Alkaloids	0.760505736	Ornithine alkaloids	0.856209397	Polyamines	0.621011376	Alpha amino acids and derivatives	0.813414812	Amino acids and derivatives	0.710584402	"Amino acids, peptides, and analogues"	0.715641081	Carboxylic acids and derivatives	0.678148627	Organic acids and derivatives	0.735312998	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Amines; Primary amines; N-aliphatic s-triazines; Carboximidamides; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
968_Fetures_interest_MSV000079949_SIRIUS_fix_2045336	C29H45NO6	[M + H]+	Terpenoids	0.692859292	Meroterpenoids	0.750886381	Eudesmane sesquiterpenoids	0.167505458	Amino acids and derivatives	0.893543303	Amino acids and derivatives	0.893543303	"Amino acids, peptides, and analogues"	0.891135991	Carboxylic acids and derivatives	0.992856741	Organic acids and derivatives	0.99742353	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alkyl aryl ethers; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
969_Fetures_interest_MSV000079949_SIRIUS_fix_2045571	C29H45NO6	[M + H]+	Terpenoids	0.978582382	Steroids	0.686428785	Pregnane steroids	0.353649825	3-oxosteroids	0.594980538	3-oxosteroids	0.594980538	Oxosteroids	0.559033751	Steroids and steroid derivatives	0.633662403	Lipids and lipid-like molecules	0.985408485	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Oxosteroids; Carboxylic acid esters; Carbonyl compounds; 3-oxosteroids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
97_Fetures_interest_MSV000079949_SIRIUS_fix_1089604	C22H43NO	[M + H]+	Fatty acids	0.995996237	Fatty amides	0.993923843	N-acyl amines	0.836936772	Fatty amides	0.941900253			Fatty amides	0.941900253	Fatty Acyls	0.963560998	Lipids and lipid-like molecules	0.958886683	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
